inter,vdw,multipole,polar
-12757.659,6274.1902,-13439.3545,-5592.4947
-12753.3365,5948.8979,-13262.9616,-5439.2729
-12787.3756,5990.2842,-13303.8276,-5473.8322
-12751.2109,5968.9414,-13282.6376,-5437.5148
-12762.6684,5950.9768,-13276.7804,-5436.8647
-12778.1856,5980.3465,-13316.5325,-5441.9996
-12765.4007,5971.5451,-13268.4298,-5468.516
-12745.0824,6026.1082,-13262.1061,-5509.0845
-12825.7917,5950.9252,-13322.0098,-5454.7072
-12761.1597,6177.6569,-13425.0973,-5513.7194
-12795.2593,5986.2519,-13310.629,-5470.8823
-12747.6543,6046.4676,-13332.4288,-5461.693
-12900.7309,6074.8351,-13439.1243,-5536.4417
-12800.0446,6087.514,-13386.7395,-5500.8191
-12754.9607,6167.6437,-13398.1819,-5524.4225
-12850.9393,6132.7375,-13436.0177,-5547.6591
-12786.2556,5950.0114,-13300.9789,-5435.2882
-12811.5313,6245.8831,-13477.8653,-5579.5491
-12826.4075,6169.4798,-13456.4228,-5539.4645
-12771.6062,6059.2893,-13381.7096,-5449.1859
-12809.1621,6277.8412,-13489.7167,-5597.2866
-12810.3524,6237.7809,-13477.5079,-5570.6254
-12790.3052,6004.6394,-13332.7136,-5462.231
-12760.6957,6317.0032,-13484.9035,-5592.7954
-12773.7133,6120.7929,-13393.6795,-5500.8266
-12759.9191,6164.8254,-13394.197,-5530.5476
-12767.648,6125.8154,-13383.8117,-5509.6517
-12665.4225,5914.5629,-13193.7421,-5386.2433
-12762.9819,5920.6093,-13271.7447,-5411.8465
-12713.9319,5971.2838,-13277.7279,-5407.4878
-12713.6255,6007.4102,-13286.1746,-5434.8612
-12596.3884,6053.8297,-13238.2481,-5411.97
-12713.1599,6110.0717,-13346.1965,-5477.0351
-12701.8828,5858.7473,-13192.7527,-5367.8774
-12698.9393,6063.0717,-13303.6646,-5458.3464
-12678.6535,6172.3028,-13372.568,-5478.3883
-12596.3176,5930.9191,-13145.7887,-5381.4481
-12572.8766,5894.8212,-13106.7345,-5360.9632
-12667.0729,5826.0504,-13120.065,-5373.0584
-12707.2993,5923.2107,-13194.506,-5436.004
-12745.4605,5984.3238,-13297.6579,-5432.1264
-12787.2357,6145.0147,-13407.6368,-5524.6136
-12693.8433,6211.4695,-13382.2127,-5523.1001
-12784.6398,6184.4898,-13413.578,-5555.5516
-12876.86,6191.2599,-13497.821,-5570.2989
-12909.7047,6061.9864,-13421.3627,-5550.3284
-12704.6958,6223.8818,-13404.8442,-5523.7334
-12826.2519,6028.4273,-13338.4493,-5516.2299
-12855.2254,6056.6179,-13366.9678,-5544.8755
-12829.5283,6104.5805,-13385.414,-5548.6949
-12807.6195,5995.8233,-13325.8763,-5477.5665
-12855.6978,6151.0624,-13449.2846,-5557.4756
-12785.9011,6000.495,-13263.364,-5523.0321
-12802.6314,6093.6745,-13376.2831,-5520.0227
-12786.3355,6006.409,-13299.1625,-5493.582
-12790.4843,6138.9004,-13395.9616,-5533.4231
-12880.7086,6119.5919,-13434.9059,-5565.3945
-12925.0179,6026.7826,-13413.8286,-5537.9719
-12811.6487,5914.8717,-13270.4535,-5456.0669
-12862.869,6039.8425,-13387.9813,-5514.7301
-12927.6966,6193.8121,-13512.8388,-5608.67
-12829.0263,6062.8685,-13388.0214,-5503.8734
-12937.0668,6186.7031,-13516.8376,-5606.9324
-12910.2101,6040.5679,-13398.9398,-5551.8382
-12791.5958,6113.135,-13373.9001,-5530.8307
-12900.9737,6026.5581,-13386.458,-5541.0739
-12762.109,6081.8875,-13325.735,-5518.2615
-12937.811,5944.3755,-13374.9103,-5507.2762
-12886.2316,5936.4074,-13318.0975,-5504.5414
-12812.0985,5985.3725,-13304.2053,-5493.2656
-12783.9724,5772.3645,-13166.9771,-5389.3598
-12704.1579,5796.0212,-13134.3031,-5365.8761
-12762.5215,5920.3975,-13235.7642,-5447.1548
-12767.9679,6024.2641,-13306.9045,-5485.3275
-12743.0057,5992.0699,-13297.9992,-5437.0763
-12773.9897,5895.7792,-13259.5547,-5410.2142
-12727.9002,6122.7429,-13337.2869,-5513.3562
-12679.7098,5985.4215,-13263.3578,-5401.7735
-12751.3144,5862.2507,-13216.2113,-5397.3538
-12695.4076,6040.2203,-13277.2468,-5458.3811
-12682.7714,6008.4059,-13232.3993,-5458.778
-12694.346,5963.1402,-13210.4664,-5447.0198
-12647.6351,5865.6096,-13136.0044,-5377.2403
-12704.8825,5951.7588,-13260.5343,-5396.107
-12721.4603,5924.9584,-13237.0314,-5409.3873
-12559.2775,5910.2672,-13106.0613,-5363.4834
-12618.6571,5876.8577,-13107.6737,-5387.8411
-12594.9463,5893.1346,-13107.7113,-5380.3696
-12672.1792,5904.6616,-13165.1539,-5411.6869
-12691.1311,5841.0396,-13138.0262,-5394.1445
-12593.3933,5950.5295,-13139.4582,-5404.4646
-12651.7511,5707.9148,-13050.546,-5309.1199
-12577.92,5780.3936,-13025.5755,-5332.738
-12539.2535,5971.1333,-13123.9305,-5386.4564
-12604.9574,5785.231,-13058.1263,-5332.0621
-12680.4165,5905.3373,-13165.224,-5420.5299
-12557.2045,5939.9445,-13117.7438,-5379.4053
-12523.1921,5796.8967,-13022.9543,-5297.1345
-12544.8511,5745.072,-13020.6028,-5269.3203
-12651.0603,5925.0827,-13179.8263,-5396.3167
-12559.6474,5991.3244,-13154.0,-5396.9718
-12718.2525,5940.7742,-13234.1975,-5424.8293
-12731.089,5847.8732,-13190.0681,-5388.8941
-12644.0784,5956.5892,-13192.5363,-5408.1313
-12619.2542,6030.8878,-13174.1051,-5476.037
-12636.7973,5930.2738,-13174.7181,-5392.353
-12735.2845,6083.2206,-13317.597,-5500.9081
-12761.6695,6087.4805,-13355.9384,-5493.2116
-12605.3819,5891.9051,-13125.0727,-5372.2143
-12740.5282,5996.9352,-13262.8906,-5474.5729
-12648.2581,5970.1394,-13202.9787,-5415.4189
-12696.4122,6008.9696,-13254.5657,-5450.8161
-12606.9594,6034.1295,-13233.4336,-5407.6554
-12516.3462,5875.2071,-13060.1068,-5331.4466
-12606.1661,5910.763,-13150.439,-5366.4902
-12637.2786,5874.8948,-13140.2116,-5371.9618
-12588.3824,5911.565,-13093.5753,-5406.372
-12548.8869,5811.2058,-13038.0972,-5321.9955
-12565.5565,5800.2869,-13057.0102,-5308.8332
-12554.322,5790.6535,-13040.2931,-5304.6823
-12606.9036,5990.8102,-13193.9596,-5403.7541
-12531.7304,5742.5351,-12984.4429,-5289.8227
-12641.7875,5975.3917,-13209.3566,-5407.8227
-12606.1144,5823.5928,-13080.6342,-5349.073
-12545.2984,5894.1423,-13103.6132,-5335.8275
-12608.7437,5779.0249,-13052.6439,-5335.1247
-12641.5696,5863.1698,-13157.072,-5347.6675
-12698.54,5791.6805,-13107.3074,-5382.913
-12646.7023,5724.4719,-13044.2972,-5326.877
-12740.047,5825.6873,-13162.2054,-5403.5289
-12805.087,5934.0606,-13284.9016,-5454.2461
-12852.9927,6104.5048,-13403.7676,-5553.7299
-12875.5588,5902.2335,-13323.7867,-5454.0056
-12765.9686,5906.9172,-13249.472,-5423.4138
-12741.3454,5839.3043,-13199.3882,-5381.2614
-12811.3414,5925.6289,-13285.6464,-5451.324
-12784.0432,5836.2085,-13203.8863,-5416.3654
-12768.9236,5993.5064,-13307.3268,-5455.1032
-12869.3949,5858.7628,-13281.8308,-5446.3269
-12654.2112,6009.1578,-13234.3076,-5429.0614
-12791.5132,5953.5295,-13287.9041,-5457.1386
