Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-26 16:34:24.916428
Creating the simulation system...

System Time is: 2023-03-26 16:34:36.551338
The simulation system has been created. Preparing for simulation...
bubble radius: 0.5 A
#"Step","Total Energy (kJ/mole)"
985000,-40628.13815104848
986000,-40512.74023542851
987000,-40684.41115861789
988000,-40120.255365370336
989000,-40156.78442771193
990000,-40522.95368198356
991000,-39573.56895960063
992000,-40980.54547299269
993000,-39974.73465890919
994000,-39731.74329158475
995000,-39634.80573709252
996000,-39731.53786068961
997000,-40035.96369073055
998000,-39924.14221689233
999000,-39727.032671396875
1000000,-39863.669644578426
1001000,-40282.12260163091
1002000,-39509.21439450959
1003000,-39654.55733799757
1004000,-39437.48308438508
1005000,-39926.4680243272
1006000,-39939.50449167579
1007000,-39863.55276469184
1008000,-40580.78756752194
1009000,-40520.80095464114
1010000,-39894.96822268826

System Time is: 2023-03-26 19:00:38.848203
Finished simulation.

Total simulation time:  2:26:13.931775
