#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
128000,128.00000000024713,-56870.838042104704,16705.790858578206,-40165.0471835265,297.732060370815,44.63424936375905,1.0053247804620065,1094.8723249435425
129000,129.0000000002519,-57236.40492652865,16406.69546001022,-40829.70946651843,292.40155611531907,44.3479492141799,1.011814925781508,1104.13938331604
130000,130.00000000025668,-56528.092445964474,16771.938534305234,-39756.15391165924,298.91095001151916,44.537187429578694,1.0075157308408413,1113.3847436904907
131000,131.00000000026145,-56560.98074084685,16478.1865285815,-40082.79421226535,293.67567616889966,44.5129473922632,1.0080643851165583,1122.6001131534576
132000,132.00000000026623,-56400.665163324855,16827.619195157382,-39573.04596816747,299.9032956010611,44.83104842056828,1.0009116120095127,1131.804273366928
133000,133.000000000271,-56685.66099531319,16832.321257609852,-39853.33973770334,299.98709616781167,44.86359244563272,1.000185551281585,1141.0138778686523
134000,134.00000000027578,-56684.94579019518,16820.443206860244,-39864.502583334935,299.77540451233676,45.13360855987104,0.9942018459078805,1150.206435918808
135000,135.00000000028055,-56243.993736711906,16792.41532245347,-39451.57841425843,299.27588911417894,44.826309596089615,1.0010174236297578,1159.406332731247
136000,136.00000000028533,-56706.3035650415,16813.510907548,-39892.7926574935,299.6518564699355,44.667878603340114,1.0045678985827668,1168.6010122299194
137000,137.0000000002901,-56108.74815516141,16356.559625185748,-39752.18852997566,291.5080308984008,44.5695124168254,1.0067850086187604,1177.8132832050323
138000,138.00000000029488,-56507.32300997373,16422.60043836213,-40084.72257161159,292.68501602541573,44.531080708461005,1.0076538954102172,1187.0425686836243
139000,139.00000000029965,-56866.55649635802,16717.140760689468,-40149.41573566855,297.9343393152361,44.9894479701805,0.9973875868058908,1196.1900248527527
140000,140.00000000030442,-56719.72236839293,16788.08179591458,-39931.640572478354,299.19865662659316,44.838117617666896,1.0007538078500267,1205.3276255130768
141000,141.0000000003092,-56592.5968504398,16602.550171289684,-39990.04667915011,295.8920958458953,45.38264065473721,0.9887462760063878,1214.4791424274445
142000,142.00000000031397,-56603.60620220672,16363.86748613941,-40239.73871606731,291.6382722331007,45.42096173435473,0.9879120835252607,1223.6009759902954
143000,143.00000000031875,-56972.362358748665,16897.181950871738,-40075.18040787693,301.14304909487856,45.13363874851818,0.9942011809136648,1232.7650442123413
144000,144.00000000032352,-57197.84436692135,16695.865707917288,-40501.97865900406,297.55517347089017,44.995152625681456,0.9972611342381889,1241.940697669983
145000,145.0000000003283,-56746.96429392308,16779.884160113827,-39967.08013380926,299.05255764703634,44.75129659096083,1.0026953487593708,1251.0871860980988
146000,146.00000000033307,-56650.90259720735,16791.590984619,-39859.31161258835,299.2611976934628,45.04772076236435,0.996097387022437,1260.2388081550598
147000,147.00000000033785,-56836.98117233925,16797.886242809924,-40039.094929529325,299.37339233349013,45.07064554245764,0.9955907310099893,1269.4055984020233
148000,148.00000000034262,-56490.86029460518,16707.700800977505,-39783.15949362768,297.7660995306816,44.892943149730556,0.9995316366994939,1278.6100811958313
149000,149.0000000003474,-56611.53036225318,16991.803351931212,-39619.72701032196,302.82939994956706,45.77821035095666,0.9802025155352058,1287.7957084178925
150000,150.00000000035217,-56723.50965301815,16806.854813796162,-39916.654839221985,299.53323098709956,45.47203379602803,0.9868025068768105,1297.0010509490967
151000,151.00000000035695,-56851.18501650718,16810.715171765034,-40040.46984474215,299.6020306232,45.248621712340025,0.9916747791341062,1306.1414198875427
152000,152.00000000036172,-56764.18476564943,16616.784032645533,-40147.400733003895,296.14577296327246,44.99694640833023,0.997221378880066,1315.3599126338959
153000,153.0000000003665,-57319.431656466186,16561.273904138317,-40758.15775232787,295.15646661604166,44.86514943620552,1.0001508410556308,1324.5185325145721
154000,154.00000000037127,-56883.594695954445,16603.944556104838,-40279.650139849604,295.91694669357327,45.28923998120604,0.990785382164247,1333.6779477596283
155000,155.00000000037605,-56371.61806952067,16738.360272515438,-39633.25779700524,298.312515303999,45.13826043291949,0.9940993851411755,1342.8254721164703
156000,156.00000000038082,-56844.89911584538,16812.229162739455,-40032.66995310593,299.62901310227045,44.97062007684923,0.9978051640388094,1351.9551119804382
