r,pmf,pmf_seom,direct,direct_seom,w_solv,w_solv_seom,elect,elect_seom,vdw,vdw_seom
8.17064,-0.12086,0.00374,-40.8640267479922,0.007450128482652512,40.7431667479922,0.008336187042529109,-40.82572383850663,0.0074498788758807,-0.0383029094855654,6.098477463056601e-05
8.24138,-0.11355,0.00373,-40.4829632899034,0.007300656077678831,40.369413289903406,0.008198321728533764,-40.44657203176029,0.0073004284506725,-0.0363912581431114,5.765068221957325e-05
8.31213,-0.10916,0.00373,-40.11293201896254,0.007153338645052524,40.003772018962536,0.008067413077982425,-40.078254289675,0.0071531313461628,-0.0346777292875357,5.445838177047563e-05
8.38287,-0.09827,0.00372,-39.76088839720299,0.007026793725780115,39.66261839720299,0.007950737705688875,-39.7278067800096,0.0070266030138248,-0.0330816171933913,5.177017259987794e-05
8.45361,-0.09124,0.00377,-39.422032780217435,0.006896636857797934,39.330792780217436,0.007859802793221782,-39.39065225069282,0.0068964679545909,-0.0313805295246216,4.826696217671667e-05
8.52435,-0.08727,0.00377,-39.06463918002753,0.006748900465298082,38.97736918002753,0.007730495293996412,-39.03478166037672,0.0067487443790154,-0.0298575196508024,4.589986066112236e-05
8.59509,-0.08237,0.00375,-38.714706016913674,0.006616910244965508,38.632336016913676,0.007605655868492178,-38.68632610315666,0.0066167698269701,-0.0283799137570124,4.31073871578796e-05
8.66583,-0.07685,0.00374,-38.378396898096966,0.006504384972491682,38.301546898096966,0.007502974334913829,-38.35143431963486,0.0065042590859723,-0.0269625784621012,4.046743039040547e-05
8.73657,-0.07429,0.00373,-38.05470124058267,0.006349240669195631,37.980411240582676,0.007363814030471423,-38.02908888980176,0.0063491269945333,-0.0256123507809098,3.799319223657888e-05
8.80732,-0.07692,0.00372,-37.73750738809214,0.0061871868525155286,37.66058738809214,0.007219396176131423,-37.713196329293226,0.0061870838364846,-0.0243110587989119,3.570361679191747e-05
8.87806,-0.07156,0.00365,-37.4223308723974,0.0060803408356153495,37.350770872397405,0.007091758926898993,-37.39920498421453,0.0060802471250161,-0.0231258881828717,3.375760632818712e-05
8.9488,-0.0663,0.00363,-37.118906020969426,0.005952603519055685,37.05260602096943,0.006972115077583998,-37.09705512369735,0.0059525206234333,-0.0218508972720706,3.14146888471353e-05
9.01954,-0.06916,0.00361,-36.81977557594371,0.005791552348919019,36.75061557594371,0.006824527720675578,-36.7990287944641,0.0057914778771098,-0.0207467814796096,2.937020968894749e-05
9.09028,-0.07586,0.00354,-36.54074810977317,0.005640852550283707,36.46488810977317,0.0066596409433273655,-36.521083757294114,0.0056407866694276,-0.0196643524790542,2.726250263776152e-05
9.16102,-0.07452,0.00355,-36.26398076035403,0.0055240014564504145,36.18946076035403,0.0065663606427659995,-36.24531254584158,0.0055239426170744,-0.0186682145124547,2.5496159231050265e-05
9.23177,-0.07508,0.00353,-35.986725410402244,0.005392238466817246,35.911645410402244,0.006444931006847444,-35.969035782519875,0.0053921863976561,-0.0176896278823685,2.3696749906647377e-05
9.30251,-0.07814,0.00345,-35.716595704258296,0.005260447533976333,35.6384557042583,0.006290851155266486,-35.69979782153269,0.0052604011869263,-0.0167978827256038,2.208189987446098e-05
9.37325,-0.07736,0.00346,-35.45251784370251,0.005143204196499997,35.37515784370251,0.006198721594562477,-35.43659424499765,0.0051431630558447,-0.0159235987048582,2.057153104158525e-05
9.44399,-0.07408,0.00342,-35.192146314101436,0.005056060451454633,35.11806631410143,0.0061041090495471675,-35.17698426116742,0.0050560233562465,-0.0151620529340188,1.93677529286151e-05
9.51473,-0.07414,0.00341,-34.939571661562766,0.004937372962218376,34.865431661562766,0.006000479294860125,-34.925206853548026,0.0049373405399159,-0.0143648080147435,1.7893041888415184e-05
9.58547,-0.07267,0.00338,-34.683032710114084,0.004835566676357121,34.61036271011408,0.005899754662822468,-34.66935840216804,0.0048355373753499,-0.0136743079460454,1.6833689128034916e-05
9.65621,-0.07408,0.00334,-34.43475794066202,0.004730986226805496,34.360677940662015,0.00579118560212184,-34.42174988495696,0.0047309602617632,-0.0130080557050592,1.567417751527102e-05
9.72696,-0.06687,0.00331,-34.193833975369955,0.004650365017550387,34.126963975369954,0.0057080640147475934,-34.181447344048856,0.0046503415500851,-0.0123866313210966,1.4773760811713716e-05
9.7977,-0.0668,0.00333,-33.96304146246262,0.00454566734707245,33.89624146246262,0.005634890560626772,-33.95126544695546,0.004545646561337,-0.0117760155071581,1.3746623068817073e-05
9.86844,-0.06291,0.00328,-33.72121709595264,0.004472066593172429,33.65830709595264,0.005545969672993972,-33.70994127052893,0.0044720476932176,-0.0112758254237065,1.3001667431453294e-05
9.93918,-0.0576,0.00324,-33.48169886456382,0.0043970210250596576,33.42409886456382,0.005461812326949424,-33.470967670429694,0.0043970041037769,-0.0107311941341238,1.2198614092571694e-05
10.00992,-0.05321,0.00323,-33.253035681628056,0.004312225228978212,33.199825681628056,0.005387781215438892,-33.242793300777585,0.0043122101317085,-0.0102423808504705,1.1410759253896536e-05
10.08066,-0.05011,0.00321,-33.01872971188706,0.0042345264934411505,32.968619711887065,0.005313691242785472,-33.00895936077755,0.0042345129107011,-0.0097703511095111,1.0725332661930967e-05
10.1514,-0.04438,0.00322,-32.78999655344559,0.0041698236553296105,32.74561655344559,0.005268380141613397,-32.78063536542437,0.0041698113289543,-0.0093611880212233,1.013890875611393e-05
10.22215,-0.04698,0.00317,-32.56266313371585,0.0040668992672418195,32.515683133715854,0.005156410539308527,-32.55373170417481,0.0040668882514266,-0.008931429541041,9.465743517385462e-06
10.29289,-0.04335,0.00317,-32.33848075647022,0.003989364484161299,32.29513075647022,0.005095481232178915,-32.32993705456813,0.0039893545896039,-0.0085437019020891,8.88515018720935e-06
10.36363,-0.03833,0.00314,-32.1109226773295,0.003933202195846688,32.072592677329496,0.0050328599735551165,-32.102744143613165,0.003933193209577,-0.0081785337163348,8.407707808288402e-06
10.43437,-0.03348,0.00313,-31.88683369863691,0.003866814205988836,31.85335369863691,0.004974851968012422,-31.87899888310904,0.0038668061101484,-0.0078348155278698,7.912657965027653e-06
10.50511,-0.03545,0.00313,-31.66153522737614,0.0037852779511610532,31.62608522737614,0.0049117440046836745,-31.654035596274603,0.0037852706677609,-0.007499631101538,7.425586506948128e-06
10.57585,-0.03389,0.0031,-31.447077256220165,0.003709861066049553,31.413187256220166,0.0048345702114448936,-31.43987376571925,0.0037098544130606,-0.0072034905009153,7.0259010183845166e-06
10.6466,-0.03012,0.00305,-31.23201205176196,0.0036343325663160497,31.20189205176196,0.0047445624880051275,-31.22513311000906,0.0036343265708197,-0.0068789417528968,6.601455848861717e-06
10.71734,-0.02937,0.00306,-31.027252490281544,0.0035725069408986763,30.997882490281544,0.004703871367583218,-31.02065217693486,0.0035725015491402,-0.0066003133466839,6.206783393099547e-06
10.78808,-0.0274,0.00307,-30.816816199019016,0.003509715380883866,30.789416199019016,0.0046629392077114605,-30.810485245041143,0.003509710458928,-0.0063309539778725,5.877865615304841e-06
10.85882,-0.02987,0.00301,-30.614734132611826,0.0034302698207202263,30.584864132611827,0.004563644491296838,-30.608655079134877,0.0034302653955562,-0.0060790534769474,5.509899603689666e-06
10.92956,-0.02729,0.00301,-30.412560125031955,0.003372854408471635,30.385270125031955,0.004520646730363538,-30.40672593845016,0.0033728503643165,-0.0058341865817964,5.22309071317041e-06
11.0003,-0.02858,0.00298,-30.21855825836753,0.0032959905402794388,30.18997825836753,0.004443416888117921,-30.21294641871505,0.0032959868399387,-0.0056118396524796,4.938882712610676e-06
11.07104,-0.02971,0.00299,-30.021200665283878,0.0032404870515006234,29.991490665283877,0.004409178645841332,-30.015814881175668,0.003240483673292,-0.0053857841082106,4.679110085318749e-06
11.14179,-0.02806,0.00299,-29.82306648005636,0.0031854111091010953,29.79500648005636,0.004368860713502397,-29.81789489761921,0.0031854080372536,-0.0051715824371487,4.423820162945486e-06
11.21253,-0.02656,0.00298,-29.638738407305492,0.003119254701724469,29.612178407305493,0.004313948295266206,-29.63376196629488,0.003119251864103,-0.0049764410106132,4.207436293570838e-06
11.28327,-0.02915,0.00298,-29.453855236257514,0.0030553586600842223,29.424705236257513,0.0042679756960122975,-29.449073247005916,0.0030553560634538,-0.0047819892515987,3.983373915648678e-06
11.35401,-0.02795,0.00294,-29.267026361388744,0.003003293964592766,29.239076361388744,0.0042027817737493025,-29.262418359810628,0.0030032915665271,-0.0046080015781167,3.795284776505189e-06
11.42475,-0.02961,0.00292,-29.086236464285903,0.002944944422320062,29.056626464285902,0.004147179481352844,-29.08180552070004,0.0029449422180826,-0.0044309435858646,3.6031526165635024e-06
11.49549,-0.02928,0.00293,-28.910682192012292,0.0028873156898330888,28.881402192012292,0.004113574102013518,-28.906424963645676,0.0028873136818689,-0.0042572283666154,3.4051797283838298e-06
11.56623,-0.02801,0.00291,-28.733710562595032,0.00283535628749164,28.705700562595034,0.004062923242816479,-28.72960626710593,0.0028353544124437,-0.0041042954891028,3.260805792657575e-06
11.63698,-0.02885,0.00288,-28.558254391359778,0.002792242420898388,28.52940439135978,0.0040113610828576,-28.554306991674785,0.0027922407043019,-0.0039473996849921,3.096175724936789e-06
11.70772,-0.02852,0.00291,-28.38289076045589,0.002734803174279063,28.35437076045589,0.0039934006062561315,-28.379088048990237,0.0027348015787287,-0.0038027114656544,2.954154675971168e-06
11.77846,-0.02946,0.00288,-28.213788015172998,0.0026860450610687926,28.184328015172998,0.003938176998319407,-28.21012182095649,0.0026860435971206,-0.0036661942165079,2.804364363293437e-06
11.8492,-0.02648,0.00287,-28.046026420959354,0.0026477800383421838,28.019546420959355,0.0039048225480094916,-28.04249590864413,0.0026477786877315,-0.0035305123152232,2.6743668767603445e-06
11.91994,-0.0251,0.00284,-27.876894774022134,0.0026037188886236535,27.851794774022135,0.003852914747431559,-27.87348775921272,0.0026037176326312,-0.0034070148094151,2.557440316232476e-06
11.99068,-0.02223,0.00282,-27.708159022287834,0.0025661324361812227,27.685929022287834,0.0038127989299229217,-27.704873487474995,0.0025661312712554,-0.0032855348128393,2.445139366451373e-06
12.06143,-0.02303,0.00284,-27.546543209186023,0.0025221934542490943,27.523513209186024,0.0037982969632003472,-27.543378082140272,0.0025221923860005,-0.0031651270457515,2.321348332907414e-06
12.13217,-0.02177,0.00279,-27.38311597709444,0.0024752395976717816,27.36134597709444,0.0037297333773183253,-27.38006318769059,0.0024752385997386,-0.0030527894038501,2.222666519547492e-06
12.20291,-0.02192,0.0028,-27.22502583810641,0.002433484751960522,27.20310583810641,0.0037096964886664733,-27.222082974259887,0.0024334838307416,-0.0029428638465254,2.1174379690999277e-06
12.27365,-0.01927,0.0028,-27.066085577046067,0.002397201246885908,27.04681557704607,0.0036859969910556564,-27.063246868090708,0.002397200392301,-0.0028387089553602,2.0241598955821856e-06
12.34439,-0.01817,0.00278,-26.91452711725611,0.0023576800400368705,26.89635711725611,0.0036451413101810277,-26.91178977962168,0.0023576792520878,-0.002737337634428,1.9275536235578737e-06
12.41513,-0.0145,0.00279,-26.76114403888564,0.0023224980349197733,26.746644038885638,0.003630164889120907,-26.75850021963185,0.0023224972988748,-0.0026438192537918,1.8490336572935645e-06
12.48587,-0.01284,0.00277,-26.60776544248893,0.0022835291892079807,26.59492544248893,0.0035899032797507033,-26.60521359952877,0.0022835285041529,-0.0025518429601599,1.7688092258295674e-06
12.55662,-0.01095,0.00277,-26.457803552522083,0.002247996297262028,26.446853552522082,0.003567406249995056,-26.455341236433487,0.002247995661239,-0.0024623160885961,1.6910217081327334e-06
12.62736,-0.00931,0.00277,-26.309483111177435,0.002213458087369989,26.300173111177436,0.0035457434628782167,-26.307104229228024,0.0022134575008301,-0.0023788819494125,1.611385298092562e-06
12.6981,-0.00829,0.00275,-26.160885729502702,0.002180219332773037,26.152595729502703,0.0035093954378207803,-26.15859207368503,0.0021802187894077,-0.0022936558176743,1.5392566156913651e-06
12.76884,-0.00684,0.00277,-26.014619215020303,0.0021484793422205206,26.007779215020303,0.003505547529837289,-26.01240300811186,0.0021484788415959,-0.002216206908442,1.4666843765953042e-06
12.83958,-0.00667,0.0027,-25.86909709695027,0.002111540041374967,25.86242709695027,0.003427623279523261,-25.86695647813332,0.0021115395790967,-0.0021406188169475,1.3972250815235523e-06
12.91032,-0.00496,0.00271,-25.727862153645724,0.002081958886046505,25.722902153645723,0.003417404395617821,-25.725792034750675,0.0020819584556349,-0.00207011889505,1.3387301244750934e-06
12.98106,-0.00435,0.00273,-25.591208576932743,0.0020480062458501217,25.586858576932745,0.0034128037715405067,-25.589210018427007,0.0020480058464923,-0.0019985585057374,1.278973989756636e-06
13.05181,-0.00592,0.00269,-25.451685705431473,0.0020108918233226743,25.445765705431473,0.0033585392546620608,-25.4497529082908,0.0020108914559244,-0.001932797140673,1.2155641631777685e-06
13.12255,-0.0058,0.00265,-25.313112997833283,0.001981643346213652,25.307312997833282,0.00330898932479282,-25.311246806753605,0.0019816430062617,-0.0018661910796778,1.1607441282313577e-06
13.19329,-0.00621,0.00266,-25.17670673941599,0.0019464100942661105,25.17049673941599,0.0032960752805512514,-25.174902797615445,0.0019464097800124,-0.0018039418005456,1.10604389161322e-06
