Adding dependency `cuda/11.6.2-510.47.03` to your environment
Adding dependency `anaconda/2020.11:python3` to your environment
Adding package `openmm/20221108` to your environment

System Time is: 2023-03-23 19:35:35.370757
Creating the simulation system...
4.0*epsilon0*(frac^6)*((frac^6) - 1.0) + epsilon0;	                frac = sigma0/(r- bubble0 + sigma0*(2^(1/6)));	                r = min(bubble0,abs(periodicdistance(x, y, z, x0, y0, z0)));
4.0*epsilon1*(frac^6)*((frac^6) - 1.0) + epsilon1;	                frac = sigma1/(r- bubble1 + sigma1*(2^(1/6)));	                r = min(bubble1,abs(periodicdistance(x, y, z, x1, y1, z1)));
4.0*epsilon2*(frac^6)*((frac^6) - 1.0) + epsilon2;	                frac = sigma2/(r- bubble2 + sigma2*(2^(1/6)));	                r = min(bubble2,abs(periodicdistance(x, y, z, x2, y2, z2)));
4.0*epsilon3*(frac^6)*((frac^6) - 1.0) + epsilon3;	                frac = sigma3/(r- bubble3 + sigma3*(2^(1/6)));	                r = min(bubble3,abs(periodicdistance(x, y, z, x3, y3, z3)));
4.0*epsilon4*(frac^6)*((frac^6) - 1.0) + epsilon4;	                frac = sigma4/(r- bubble4 + sigma4*(2^(1/6)));	                r = min(bubble4,abs(periodicdistance(x, y, z, x4, y4, z4)));

System Time is: 2023-03-23 19:35:43.709568
The simulation system has been created. Preparing for simulation...
bubble radius: 0.0254 A

System Time is: 2023-03-23 19:35:44.489668
Starting equilibration...

#"Step","Total Energy (kJ/mole)","Time Remaining"
38000,-40348.84684843948,1:8:33:37
39000,-40147.612589375145,1:8:33:40
40000,-39596.80281866845,1:8:33:37
41000,-39988.992706839315,1:8:33:37
42000,-39670.15692677077,1:8:34:04
43000,-39627.705178583674,1:8:34:01
44000,-39633.28604419905,1:8:33:57
45000,-40227.60557473717,1:8:33:51
46000,-40049.70501471906,1:8:33:35
47000,-40213.047622347156,1:8:33:20
48000,-39448.23500196712,1:8:33:00
49000,-40300.71707236358,1:8:32:39
50000,-40046.573019995645,1:8:32:12
51000,-40109.00784651841,1:8:31:49
52000,-40306.113747833835,1:8:31:35
53000,-40469.31043461848,1:8:31:25
54000,-40670.516578679395,1:8:31:10
55000,-40641.2456188777,1:8:30:54
56000,-39609.08969485636,1:8:30:35
57000,-40661.61264692664,1:8:30:22
58000,-40854.001349697544,1:8:30:21
59000,-39617.359395196894,1:8:30:05
60000,-40258.098543323285,1:8:29:47
61000,-40161.97705786281,1:8:29:17
62000,-39876.150409236245,1:8:28:46
63000,-39162.350327128705,1:8:28:28
64000,-39553.67263010733,1:8:28:18
65000,-39841.37530627719,1:8:27:57
66000,-39829.58655442555,1:8:27:26
67000,-39936.715230324684,1:8:27:17
68000,-39153.57398731901,1:8:27:03
69000,-39297.35106278746,1:8:26:52
70000,-39180.33680730782,1:8:26:36
71000,-40223.347500914664,1:8:26:08
72000,-40227.787180119456,1:8:25:44
73000,-39815.040733970425,1:8:25:27
74000,-39976.19133211012,1:8:25:26
75000,-39038.99544694422,1:8:25:35
76000,-39952.078574109575,1:8:25:34
77000,-39683.01988425903,1:8:25:33
78000,-40334.45168280095,1:8:25:23
79000,-40155.23794945728,1:8:25:08
80000,-40202.802970935816,1:8:25:18
81000,-40207.37951642365,1:8:25:18
82000,-39742.18984493691,1:8:25:20
83000,-40275.3597018921,1:8:25:22
84000,-40171.35171386825,1:8:25:24
85000,-40189.11130651617,1:8:25:25
86000,-39794.72461402716,1:8:25:23
87000,-40248.97888631362,1:8:25:15
88000,-40076.25960666023,1:8:25:02
89000,-40459.62188481046,1:8:24:51
90000,-39692.76848843272,1:8:24:39
91000,-39932.06707670642,1:8:24:31
92000,-39796.46897284113,1:8:24:21
93000,-39684.50962994324,1:8:24:10
94000,-40362.255588649045,1:8:23:58
95000,-39932.28838083046,1:8:23:33
96000,-40079.89505958963,1:8:23:10
97000,-39837.456589029665,1:8:22:49
98000,-39662.31722862949,1:8:22:32
99000,-40281.40168161868,1:8:22:20
100000,-40301.00071258944,1:8:22:07

System Time is: 2023-03-23 19:49:42.968170
Starting production...

101000,-40404.99956634767,1:8:23:50
102000,-40231.081949819156,1:8:25:30
103000,-40291.60926489196,1:8:27:02
104000,-40043.110672573945,1:8:28:25
105000,-39565.33949422644,1:8:29:56
106000,-39790.102270915144,1:8:31:20
107000,-40060.275002312614,1:8:32:50
108000,-39502.57089301878,1:8:34:24
109000,-39848.791416421445,1:8:35:46
110000,-39529.78601767949,1:8:37:05
111000,-39237.9227461696,1:8:38:19
112000,-40070.59056225355,1:8:39:39
113000,-40476.17789808755,1:8:40:58
114000,-40440.26367799191,1:8:42:15
115000,-39868.37178391096,1:8:43:31
116000,-39778.96938929375,1:8:44:50
117000,-40062.731107353524,1:8:46:17
118000,-40247.34002788263,1:8:47:39
119000,-40330.70931164785,1:8:48:59
120000,-39921.27197141218,1:8:50:11
121000,-40185.511025648724,1:8:51:27
122000,-39773.132173873426,1:8:52:45
123000,-39804.747299741444,1:8:54:02
124000,-39681.228715791156,1:8:55:07
125000,-40605.97124233818,1:8:56:17
126000,-40311.852624491876,1:8:57:20
127000,-39803.52736143547,1:8:58:24
128000,-40399.937643259145,1:8:59:27
129000,-40363.29476190702,1:9:00:24
130000,-40190.19637189503,1:9:01:23
131000,-40114.978182566396,1:9:02:24
132000,-40200.87333846271,1:9:03:21
133000,-40080.36416113918,1:9:04:21
134000,-39878.998579102525,1:9:05:15
135000,-40270.610777598275,1:9:06:07
136000,-39495.460432037275,1:9:06:55
137000,-39839.82218786041,1:9:07:46
138000,-39997.96975228055,1:9:08:34
139000,-40179.054233093775,1:9:09:21
140000,-39332.083459265516,1:9:10:08
141000,-39785.10014767681,1:9:10:58
142000,-39446.20683263648,1:9:11:47
143000,-40174.728294017215,1:9:12:40
144000,-39766.17541761456,1:9:13:37
145000,-39860.92626404895,1:9:14:35
146000,-40045.809078310995,1:9:15:29
147000,-39273.65275915283,1:9:16:14
148000,-40020.61733392083,1:9:16:56
149000,-39414.29905941132,1:9:17:37
150000,-39669.76958642357,1:9:18:17
151000,-40427.87900399933,1:9:18:54
152000,-39751.721403931086,1:9:19:31
153000,-40463.054809642046,1:9:20:06
154000,-40617.87304789009,1:9:20:43
155000,-39828.447966838794,1:9:21:23
156000,-40231.9931619391,1:9:21:57
157000,-40065.473878572455,1:9:22:32
158000,-39911.96018940685,1:9:23:08
159000,-40106.44367760989,1:9:23:44
160000,-40077.42085947839,1:9:24:20
161000,-40742.20707466555,1:9:24:57
162000,-40192.9701839465,1:9:25:30
163000,-40540.76186674068,1:9:26:06
164000,-41109.59770889177,1:9:26:38
165000,-40159.14965002173,1:9:27:08
166000,-40302.89353050221,1:9:27:41
167000,-39811.98178963129,1:9:28:12
168000,-40048.16538406477,1:9:28:41
169000,-39700.859339068964,1:9:29:07
170000,-40007.26669472427,1:9:29:34
171000,-40056.76633554783,1:9:30:00
172000,-40362.09543052311,1:9:30:29
173000,-39946.35805337274,1:9:30:54
174000,-39831.20486802394,1:9:31:19
175000,-39816.23987900054,1:9:31:43
176000,-40527.42450089479,1:9:32:07
177000,-40235.30483132115,1:9:32:31
178000,-39842.21708090339,1:9:32:53
179000,-40253.02868575617,1:9:33:16
180000,-40541.70553819545,1:9:33:38
181000,-40325.81882057168,1:9:33:59
182000,-40319.44209016852,1:9:34:20
183000,-40057.70425768179,1:9:34:40
184000,-40538.20780932842,1:9:35:00
185000,-39871.17364580004,1:9:35:20
186000,-39356.20641923503,1:9:35:39
187000,-40176.739650192445,1:9:36:00
188000,-40092.99056485164,1:9:36:23
189000,-40151.98100406104,1:9:36:47
190000,-40191.335897421275,1:9:37:13
191000,-39373.11243265627,1:9:37:39
192000,-39793.171877200955,1:9:38:06
193000,-39529.45948360864,1:9:38:32
194000,-40324.81682424839,1:9:38:59
195000,-39741.00487943097,1:9:39:24
196000,-40184.091582987945,1:9:39:43
197000,-39810.04726881568,1:9:40:07
198000,-39963.00837647234,1:9:40:31
199000,-39734.550586290236,1:9:40:57
200000,-39593.8707905213,1:9:41:23
201000,-39328.092022225625,1:9:41:49
202000,-39947.35889531706,1:9:42:10
203000,-40193.51418580824,1:9:42:28
204000,-40235.88202245906,1:9:42:46
205000,-40273.03880025905,1:9:43:06
206000,-39932.80546794805,1:9:43:24
207000,-40214.909488057194,1:9:43:41
208000,-39606.306608932304,1:9:43:57
209000,-39725.64704786431,1:9:44:16
210000,-40512.12774572935,1:9:44:35
211000,-39074.90207712697,1:9:44:55
212000,-39865.691140014795,1:9:45:16
213000,-39955.45212182436,1:9:45:36
214000,-39024.795171394144,1:9:45:54
215000,-40098.507688833895,1:9:46:07
216000,-39913.60617428014,1:9:46:23
217000,-40221.864672384734,1:9:46:40
218000,-39937.30450902025,1:9:47:00
219000,-39929.69158307162,1:9:47:15
220000,-39587.04818497102,1:9:47:27
221000,-39416.22323683019,1:9:47:40
222000,-40338.365739584544,1:9:47:53
223000,-39787.833836974285,1:9:48:05
224000,-39555.92450285807,1:9:48:18
225000,-39445.71271713867,1:9:48:31
226000,-39916.779013146435,1:9:48:43
227000,-40168.22260135216,1:9:48:56
228000,-39820.79502486646,1:9:49:07
229000,-39454.59952257404,1:9:49:20
230000,-39848.000512986255,1:9:49:34
231000,-40032.94255758649,1:9:49:46
232000,-39715.77724816078,1:9:49:58
233000,-40262.498866156944,1:9:50:09
234000,-40445.44301039235,1:9:50:20
235000,-39837.51925842931,1:9:50:29
236000,-39978.386841686064,1:9:50:37
237000,-39729.011393033434,1:9:50:48
238000,-39949.00946936372,1:9:50:58
239000,-39906.79307319432,1:9:51:07
240000,-40281.95525558558,1:9:51:16
241000,-39984.84752529905,1:9:51:27
242000,-40199.46761492583,1:9:51:36
243000,-40116.35305793476,1:9:51:48
244000,-39874.85900788047,1:9:51:57
245000,-40411.733959316305,1:9:52:05
246000,-40024.053065028056,1:9:52:15
247000,-40365.090782322004,1:9:52:24
248000,-40214.413900870044,1:9:52:32
249000,-40772.24562687428,1:9:52:41
250000,-40333.2390280114,1:9:52:48
251000,-40343.199031280485,1:9:52:57
252000,-39678.38212035189,1:9:53:05
253000,-40287.09935462546,1:9:53:14
254000,-40203.39011356425,1:9:53:22
255000,-39967.000572982055,1:9:53:29
256000,-40471.713319287526,1:9:53:38
257000,-40001.981416025636,1:9:53:45
258000,-38968.206826991416,1:9:53:52
259000,-40006.23259623241,1:9:53:58
260000,-39773.91041375368,1:9:54:03
261000,-39478.91514373517,1:9:54:06
262000,-39947.89551752194,1:9:54:11
263000,-40315.63072869567,1:9:54:15
264000,-39810.95553605139,1:9:54:21
265000,-39821.957670519914,1:9:54:24
266000,-39728.801915677046,1:9:54:28
267000,-39762.81590966559,1:9:54:32
268000,-39590.554974551196,1:9:54:37
269000,-39683.20603210694,1:9:54:42
270000,-39797.60607411587,1:9:54:48
271000,-39843.39915639597,1:9:54:55
272000,-39457.58317089915,1:9:55:00
273000,-39650.63217858136,1:9:55:06
274000,-39556.32290801385,1:9:55:10
275000,-39409.31280208485,1:9:55:17
276000,-39774.87411358704,1:9:55:26
277000,-39431.42771363207,1:9:55:35
278000,-39523.9342581464,1:9:55:46
279000,-39475.09026288341,1:9:55:53
280000,-39530.54011628295,1:9:56:01
281000,-39874.74780716719,1:9:56:08
282000,-39804.800342180635,1:9:56:16
283000,-39501.964293007244,1:9:56:24
284000,-40119.77924277278,1:9:56:32
285000,-40194.977261431355,1:9:56:40
286000,-39727.18540030712,1:9:56:48
287000,-40039.91861615374,1:9:56:55
288000,-39433.68695648713,1:9:57:01
289000,-39506.61980604684,1:9:57:08
290000,-39952.670693386535,1:9:57:12
291000,-40224.21583543322,1:9:57:18
292000,-40410.09196032514,1:9:57:23
293000,-40328.13081767464,1:9:57:30
294000,-39292.76046969832,1:9:57:35
295000,-39938.33178846382,1:9:57:43
296000,-40111.14001485667,1:9:57:50
297000,-39991.17398770772,1:9:57:56
298000,-40115.25960020546,1:9:58:01
299000,-39845.883144888154,1:9:58:04
300000,-39556.01371390773,1:9:58:07
301000,-40121.26181060691,1:9:58:10
302000,-39756.09103000957,1:9:58:12
303000,-39929.63422680708,1:9:58:16
304000,-40485.018671842154,1:9:58:19
305000,-39663.22316223889,1:9:58:21
306000,-39489.618020983486,1:9:58:23
307000,-40864.61011624667,1:9:58:28
308000,-40188.428684350525,1:9:58:30
309000,-40177.93190748662,1:9:58:33
310000,-39911.1529464421,1:9:58:35
311000,-39983.82182619567,1:9:58:36
312000,-39409.021510209364,1:9:58:39
313000,-40221.81575254118,1:9:58:40
314000,-39888.691977045775,1:9:58:44
315000,-39916.24351032537,1:9:58:48
316000,-39005.04447208352,1:9:58:52
317000,-40206.4914925984,1:9:58:54
318000,-40204.25458075352,1:9:58:56
319000,-39896.176990368156,1:9:58:58
320000,-39994.98338609391,1:9:58:59
321000,-40051.30119190432,1:9:59:00
322000,-39954.67668912821,1:9:59:01
323000,-39968.60819698841,1:9:59:02
324000,-39374.781759587015,1:9:59:04
325000,-39684.86614144611,1:9:59:04
326000,-40036.06031611322,1:9:59:06
327000,-40069.856219991074,1:9:59:09
328000,-39771.742280882856,1:9:59:10
329000,-39759.6145211447,1:9:59:12
330000,-39708.645159315114,1:9:59:13
331000,-40866.018572673245,1:9:59:14
332000,-40643.84393086881,1:9:59:14
333000,-40143.87847140269,1:9:59:15
334000,-39788.3124402243,1:9:59:15
335000,-39816.6428767585,1:9:59:15
336000,-40270.319656078296,1:9:59:16
337000,-40495.09486087848,1:9:59:16
338000,-39722.467150442724,1:9:59:16
339000,-39886.48639059119,1:9:59:16
340000,-40119.073187785005,1:9:59:16
341000,-40561.33158117003,1:9:59:16
342000,-40775.45839711577,1:9:59:17
343000,-39787.30745640505,1:9:59:17
344000,-40379.68124943358,1:9:59:18
345000,-40574.07956881998,1:9:59:17
346000,-39962.57299701682,1:9:59:18
347000,-39903.95254502847,1:9:59:17
348000,-39825.21535732763,1:9:59:17
349000,-39364.92456962586,1:9:59:18
350000,-40069.609459081476,1:9:59:21
351000,-39661.6706985177,1:9:59:20
352000,-40017.31204096336,1:9:59:19
353000,-39918.16407949054,1:9:59:19
354000,-39250.95779152114,1:9:59:19
355000,-39597.095698333855,1:9:59:19
356000,-39947.30917445552,1:9:59:21
357000,-40150.62616146584,1:9:59:19
358000,-39320.694727694296,1:9:59:18
359000,-40244.21594167946,1:9:59:17
360000,-39845.92331825411,1:9:59:18
361000,-39254.18567326993,1:9:59:18
362000,-39593.328633332436,1:9:59:18
363000,-39803.9638895979,1:9:59:20
364000,-40146.849201779776,1:9:59:22
365000,-39800.78578763081,1:9:59:23
366000,-40026.899401168135,1:9:59:24
367000,-39971.83112458477,1:9:59:23
368000,-39921.32292779503,1:9:59:21
369000,-40694.0741248672,1:9:59:20
370000,-40567.044553517844,1:9:59:19
371000,-40187.59347465694,1:9:59:16
372000,-40355.147292895235,1:9:59:15
373000,-39414.68703876479,1:9:59:13
374000,-40242.131151827925,1:9:59:12
375000,-39604.126231154645,1:9:59:10
376000,-39477.822072828174,1:9:59:08
377000,-39814.44602472783,1:9:59:06
378000,-39707.85379153195,1:9:59:06
379000,-39806.36346179617,1:9:59:06
380000,-39661.873943520695,1:9:59:05
381000,-38895.99932757094,1:9:59:05
382000,-39467.076898847285,1:9:59:06
383000,-39855.11884171788,1:9:59:07
384000,-40038.79110792931,1:9:59:09
385000,-39375.97139823442,1:9:59:11
386000,-39852.11387067205,1:9:59:13
387000,-39806.13376626745,1:9:59:13
388000,-40486.41188406721,1:9:59:14
389000,-39562.329395080145,1:9:59:15
390000,-40020.35105645878,1:9:59:15
391000,-39902.376266306484,1:9:59:14
392000,-40082.519704578575,1:9:59:14
393000,-39716.09047547114,1:9:59:14
394000,-39770.518562319696,1:9:59:13
395000,-39394.49484466612,1:9:59:12
396000,-39672.564818805884,1:9:59:11
397000,-40444.69379476107,1:9:59:10
398000,-40466.75353884947,1:9:59:09
399000,-39813.31473400368,1:9:59:08
400000,-39223.01162225394,1:9:59:05
bubble radius: 0.1292 A

System Time is: 2023-03-23 20:35:42.457485
Starting equilibration...

401000,-39819.21884185323,1:9:58:38
402000,-39372.8640927739,1:9:58:11
403000,-39994.216269083045,1:9:57:43
404000,-40021.91708535855,1:9:57:16
405000,-39333.81136967938,1:9:56:47
406000,-40024.20889520006,1:9:56:20
407000,-40050.80943006643,1:9:55:53
408000,-39807.75710329491,1:9:55:27
409000,-39531.128004312326,1:9:55:02
410000,-39818.16706840026,1:9:54:37
411000,-39704.463337561225,1:9:54:12
412000,-39906.79585626008,1:9:53:46
413000,-39556.907033921925,1:9:53:20
414000,-40086.410803250095,1:9:52:53
415000,-39284.84650773108,1:9:52:28
416000,-39512.9940047643,1:9:52:01
417000,-40240.052760471335,1:9:51:35
418000,-40098.29759904654,1:9:51:09
419000,-40840.57728591985,1:9:50:44
420000,-40657.51722513071,1:9:50:17
421000,-40206.62283438584,1:9:49:51
422000,-39743.38807367187,1:9:49:24
423000,-39355.23310840721,1:9:48:58
424000,-40062.0831650984,1:9:48:33
425000,-40200.14200404397,1:9:48:07
426000,-40323.448681708556,1:9:47:41
427000,-40070.125756366935,1:9:47:15
428000,-40570.68481523248,1:9:46:49
429000,-40184.0219018919,1:9:46:26
430000,-39570.16745826516,1:9:46:00
431000,-40550.62296289182,1:9:45:35
432000,-39451.560149629346,1:9:45:09
433000,-39649.89878002112,1:9:44:43
434000,-39920.93819274458,1:9:44:16
435000,-39667.8288982417,1:9:43:50
436000,-39934.2539588216,1:9:43:25
437000,-39990.733035244106,1:9:42:59
438000,-39883.31126345157,1:9:42:34
439000,-40030.152130402326,1:9:42:08
440000,-39622.967147911935,1:9:41:42
441000,-40325.8772705883,1:9:41:17
442000,-40178.92016904,1:9:40:51
443000,-39398.73544406245,1:9:40:26
444000,-39883.77825118751,1:9:40:00
445000,-39914.852635011295,1:9:39:35
446000,-40073.91728506988,1:9:39:12
447000,-40732.62172143282,1:9:38:47
448000,-40492.17984109094,1:9:38:21
449000,-39734.45593846151,1:9:37:56
450000,-39912.98955021241,1:9:37:30
451000,-40643.7773391495,1:9:37:04
452000,-39639.88335923413,1:9:36:39
453000,-39901.52309040287,1:9:36:13
454000,-39526.01858654987,1:9:35:47
455000,-39225.389225048915,1:9:35:21
456000,-39550.54665825835,1:9:34:55
457000,-40112.46107787725,1:9:34:29
458000,-39780.108889375726,1:9:34:03
459000,-40934.23485809894,1:9:33:38
460000,-40185.845490477586,1:9:33:13
461000,-39927.73797033138,1:9:32:49
462000,-39750.99136640872,1:9:32:25
463000,-40199.57011973269,1:9:32:00
464000,-39212.26187497821,1:9:31:37
465000,-40058.59345280104,1:9:31:12
466000,-39889.502672615316,1:9:30:47
467000,-39755.003654725864,1:9:30:23
468000,-39797.07037440545,1:9:29:58
469000,-40087.80139096886,1:9:29:34
470000,-40459.76960153591,1:9:29:10
471000,-40110.2912148584,1:9:28:46
472000,-39924.444888974525,1:9:28:22
473000,-40159.21521075058,1:9:27:58
474000,-39959.03235394208,1:9:27:34
475000,-39880.0574299391,1:9:27:09
476000,-39951.25637775211,1:9:26:44
477000,-41079.48003252605,1:9:26:21
478000,-39144.99624122704,1:9:25:58
479000,-40343.8812094601,1:9:25:35
480000,-40217.32757806903,1:9:25:12
481000,-39951.442040463095,1:9:24:49
482000,-40740.29715492943,1:9:24:27
483000,-40233.5542661975,1:9:24:02
484000,-40264.039508495494,1:9:23:39
485000,-40083.69178333599,1:9:23:16
486000,-40094.27914432135,1:9:22:53
487000,-39812.48830098046,1:9:22:30
488000,-40260.407854281024,1:9:22:07
489000,-40427.08408366692,1:9:21:44
490000,-39888.32111064569,1:9:21:22
491000,-40349.05542647734,1:9:20:58
492000,-40775.51059107663,1:9:20:35
493000,-39471.34922443771,1:9:20:11
494000,-40623.98492630023,1:9:19:50
495000,-40048.255914175075,1:9:19:28
496000,-40022.629587790245,1:9:19:06
497000,-39907.92279928891,1:9:18:43
498000,-39645.87951264711,1:9:18:21
499000,-39677.26702236694,1:9:18:00
500000,-39812.4843644355,1:9:17:40

System Time is: 2023-03-23 20:49:43.410676
Starting production...

501000,-39916.46851471906,1:9:17:51
502000,-40169.76633317571,1:9:17:55
503000,-40581.02340384639,1:9:17:56
504000,-40042.480932004546,1:9:17:57
505000,-39764.53321889907,1:9:17:57
506000,-39857.56240759999,1:9:17:56
507000,-39490.84425529646,1:9:17:56
508000,-39450.87849606783,1:9:17:57
509000,-39591.90982580859,1:9:17:58
510000,-39693.20318659352,1:9:17:58
511000,-39381.85961478741,1:9:17:57
512000,-39153.242301857565,1:9:17:56
513000,-39772.0469792172,1:9:17:54
514000,-39387.81851180167,1:9:17:52
515000,-39921.752280149056,1:9:17:51
516000,-39520.24442546071,1:9:17:50
517000,-39061.806460400214,1:9:17:48
518000,-40001.1443846348,1:9:17:47
519000,-40018.64457623491,1:9:17:45
520000,-40318.43162961822,1:9:17:45
521000,-39624.42495983999,1:9:17:44
522000,-40331.17317638001,1:9:17:42
523000,-39910.328347204035,1:9:17:41
524000,-39870.621338616795,1:9:17:41
525000,-39829.123701236764,1:9:17:40
526000,-39798.55765114703,1:9:17:41
527000,-40537.49829068528,1:9:17:42
528000,-40151.46133815252,1:9:17:42
529000,-40311.16915467319,1:9:17:41
530000,-40249.57852316048,1:9:17:42
531000,-40123.58991168732,1:9:17:41
532000,-40508.81662681668,1:9:17:41
533000,-40174.45346609235,1:9:17:39
534000,-39707.23951702319,1:9:17:37
535000,-40151.55688764688,1:9:17:34
536000,-40128.02292913507,1:9:17:31
537000,-40337.415334698606,1:9:17:29
538000,-40184.928351223796,1:9:17:26
539000,-39593.75403150701,1:9:17:24
540000,-39602.773512128304,1:9:17:21
541000,-39111.82613672036,1:9:17:19
542000,-39692.45583577432,1:9:17:17
543000,-39127.946970224315,1:9:17:14
544000,-39515.18741300366,1:9:17:12
545000,-39586.76921211064,1:9:17:10
546000,-39602.931492719865,1:9:17:07
547000,-39787.28711094585,1:9:17:05
548000,-39808.36383136121,1:9:17:02
549000,-39756.20583781753,1:9:17:00
550000,-39219.04521552339,1:9:16:56
551000,-39756.65630308015,1:9:16:53
552000,-39889.589464558616,1:9:16:50
553000,-39488.730326781806,1:9:16:47
554000,-39701.58720502421,1:9:16:44
555000,-39275.531436750825,1:9:16:42
556000,-39818.65579671175,1:9:16:39
557000,-39716.7522938937,1:9:16:36
558000,-39661.22181240842,1:9:16:33
559000,-39163.211708844756,1:9:16:29
560000,-39337.038202920216,1:9:16:27
561000,-40080.558414348605,1:9:16:23
562000,-40732.137241452896,1:9:16:20
563000,-39721.7992608278,1:9:16:17
564000,-39913.70578504908,1:9:16:15
565000,-39979.97306899744,1:9:16:12
566000,-39394.89077522328,1:9:16:08
567000,-40017.75752234535,1:9:16:05
568000,-39918.576715812946,1:9:16:02
569000,-40232.57585637054,1:9:15:58
570000,-39978.47850521092,1:9:15:54
571000,-39832.49320560745,1:9:15:51
572000,-39144.37609316794,1:9:15:47
573000,-39633.23147682106,1:9:15:43
574000,-39658.59621525505,1:9:15:40
575000,-39546.863629261105,1:9:15:37
576000,-39787.42998240406,1:9:15:34
577000,-39619.933329355365,1:9:15:31
578000,-39647.23025470345,1:9:15:28
579000,-39976.92626448715,1:9:15:25
580000,-39447.54252944154,1:9:15:21
581000,-39922.060423185765,1:9:15:17
582000,-39952.08379111024,1:9:15:13
583000,-39878.53475662555,1:9:15:10
584000,-39978.17232431629,1:9:15:06
585000,-40074.16889309559,1:9:15:01
586000,-40227.0596480299,1:9:14:56
587000,-39597.106517950044,1:9:14:52
588000,-39994.48929399643,1:9:14:49
589000,-40188.138424596254,1:9:14:46
590000,-39851.55652890548,1:9:14:43
591000,-40817.2418110034,1:9:14:40
592000,-40254.55842863771,1:9:14:37
593000,-40203.977579214974,1:9:14:33
594000,-40517.21701037607,1:9:14:31
595000,-39943.7156545031,1:9:14:29
596000,-39788.040596860665,1:9:14:25
597000,-39616.54682569896,1:9:14:22
598000,-40222.23301917789,1:9:14:19
599000,-39279.61629340533,1:9:14:16
600000,-39768.47828037213,1:9:14:13
601000,-40022.98741111972,1:9:14:10
602000,-39556.02187519926,1:9:14:07
603000,-40573.76221143109,1:9:14:03
604000,-40049.77091773876,1:9:14:00
605000,-39789.42525072346,1:9:13:55
606000,-39958.75524935419,1:9:13:50
607000,-39700.45146808427,1:9:13:46
608000,-40482.0322307897,1:9:13:42
609000,-39925.914495044024,1:9:13:38
610000,-39937.88240916983,1:9:13:35
611000,-39756.50146129324,1:9:13:32
612000,-39696.86494254784,1:9:13:29
613000,-39127.41419832349,1:9:13:24
614000,-39713.59224568803,1:9:13:19
615000,-40005.89163016716,1:9:13:16
616000,-39533.46195112474,1:9:13:13
617000,-39683.38030199059,1:9:13:09
618000,-39829.21664214205,1:9:13:06
619000,-39785.724251813976,1:9:13:02
