inter,vdw,multipole,polar
-12796.9801,5979.1375,-13307.9272,-5461.0619
-12884.6594,5950.4837,-13356.88,-5471.091
-12844.8194,5957.2732,-13314.6934,-5480.1936
-12833.702,5987.7395,-13372.8819,-5441.4063
-12896.4334,5926.2295,-13341.2228,-5474.2529
-12840.9442,5898.8702,-13291.6736,-5440.9215
-12827.8908,5915.992,-13296.0287,-5440.6635
-12858.734,5961.6637,-13358.3022,-5454.9208
-12818.4366,5985.4211,-13330.9227,-5465.684
-12950.5815,6157.2169,-13535.5138,-5565.105
-12847.0677,6059.6697,-13410.5702,-5489.0346
-12892.9327,6030.9997,-13431.9196,-5484.8446
-12856.2891,6254.0365,-13541.6061,-5561.6347
-12923.4161,5992.2275,-13392.5882,-5515.824
-12969.557,5962.8664,-13445.9658,-5479.1809
-12778.3967,6058.6766,-13336.002,-5493.917
-12841.1998,6093.5801,-13389.8816,-5537.7913
-12904.9688,5976.9984,-13411.3977,-5463.4888
-12830.5107,6158.2393,-13449.6621,-5532.0256
-12829.8741,6127.158,-13439.4515,-5510.493
-12836.4348,6001.1878,-13351.3772,-5479.1364
-12892.3295,6111.2176,-13444.0798,-5552.269
-12854.145,6003.0425,-13361.3098,-5488.7997
-12738.3711,5887.7158,-13228.257,-5390.6422
-12927.3541,6129.1932,-13501.7188,-5547.6958
-12853.2083,5926.8258,-13337.6118,-5435.3408
-12901.1464,6139.1397,-13492.1214,-5540.9749
-12719.6917,6090.0588,-13328.1929,-5474.5039
-12722.947,5830.0753,-13173.9103,-5372.0973
-12695.2558,5927.971,-13210.921,-5405.2217
-12683.929,6104.3338,-13299.8939,-5481.3032
-12757.686,5926.4763,-13237.5801,-5439.5213
-12790.3411,6116.0862,-13403.0465,-5496.2574
-12832.2305,6112.2267,-13428.1183,-5509.1458
-12794.4364,6076.7716,-13334.6772,-5529.3954
-12779.0256,5895.8117,-13226.5203,-5441.0563
-12743.9688,5911.9312,-13202.648,-5446.0877
-12815.26,6019.9912,-13375.4532,-5452.6549
-12945.969,6004.6171,-13437.7958,-5505.6259
-13077.6086,6129.8227,-13574.1884,-5626.1125
-12954.8989,6137.5105,-13500.1241,-5585.1381
-12955.3607,6062.244,-13446.0888,-5564.4287
-12952.7951,6127.08,-13496.0375,-5576.6683
-12932.8694,6074.6079,-13436.3196,-5563.963
-12812.8228,5888.8337,-13243.0176,-5451.4524
-12901.9779,5911.4976,-13356.9088,-5449.3748
-12897.7927,6116.0949,-13451.982,-5554.7446
-12903.3198,6106.8076,-13478.3609,-5524.6303
-12797.0481,5962.9986,-13313.25,-5439.6749
-12858.0552,6129.7541,-13476.2369,-5504.4092
-12875.1945,5962.3143,-13383.2711,-5447.2124
-12834.6221,5971.2163,-13327.311,-5471.399
-12932.028,6010.3496,-13444.9747,-5490.211
-12965.228,6184.8599,-13583.7565,-5559.1463
-12897.5124,6081.405,-13470.6227,-5501.1182
